k,memory_mb,gpu_memory_mb
1,1389.625,0.0
1,1389.625,0.0
1,1389.625,0.0
1,1389.625,0.0
1,1389.625,0.0
3,1685.62890625,0.0
3,1685.62890625,0.0
3,1685.62890625,0.0
3,1685.62890625,0.0
3,1685.62890625,0.0
5,1848.53125,0.0
5,1848.53125,0.0
5,1848.53125,0.0
5,1848.53125,0.0
5,1848.53125,0.0
7,1966.9296875,0.0
7,1966.9296875,0.0
7,1966.9296875,0.0
7,1966.9296875,0.0
7,1966.9296875,0.0
10,2124.34765625,0.0
10,2124.34765625,0.0
10,2124.34765625,0.0
10,2124.34765625,0.0
10,2124.34765625,0.0
