k,memory_mb,gpu_memory_mb
1,1645.09375,0.0
1,1680.5703125,0.0
1,1700.5703125,0.0
1,1700.5703125,0.0
1,1759.15234375,0.0
3,1815.45703125,0.0
3,1815.45703125,0.0
3,1831.515625,0.0
3,1831.515625,0.0
3,1819.15625,0.0
5,1457.2109375,0.0
5,1500.125,0.0
5,1501.0,0.0
5,1501.0,0.0
5,1497.9921875,0.0
7,1544.64453125,0.0
7,1545.1171875,0.0
7,1545.796875,0.0
7,1601.671875,0.0
7,1601.671875,0.0
10,1609.82421875,0.0
10,1610.23828125,0.0
10,1610.70703125,0.0
10,1665.83203125,0.0
10,1665.83203125,0.0
